word,stratum,n_valid_sources,all_unlikely,pipeline_checks_passed,gemini_source
gasimetric,1,1,False,True,enhanced_6thread_revalidation
gastadores,2,2,False,True,enhanced_6thread_revalidation
gasteralgia,4+,4,False,True,enhanced_6thread_revalidation
gastornithids,2,2,False,True,enhanced_6thread_revalidation
gastrotricha,4+,6,False,True,enhanced_6thread_revalidation
gateroad,1,1,False,True,enhanced_6thread_revalidation
gatetender,4+,5,False,True,enhanced_6thread_revalidation
gathiya,3,3,False,True,enhanced_6thread_revalidation
gatophobia,2,2,False,True,enhanced_6thread_revalidation
gattine,4+,4,False,True,enhanced_6thread_revalidation
gaufferer,1,1,False,True,enhanced_6thread_revalidation
gauguinism,1,1,False,True,enhanced_6thread_revalidation
gauromydas,1,1,False,True,enhanced_6thread_revalidation
gawming,1,1,False,True,enhanced_6thread_revalidation
gawns,2,2,False,True,enhanced_6thread_revalidation
gaybaited,1,1,False,True,enhanced_6thread_revalidation
gayboy,4+,4,False,True,enhanced_6thread_revalidation
gazeth,2,2,False,True,enhanced_6thread_revalidation
gearset,4+,8,False,True,enhanced_6thread_revalidation
gedackt,4+,5,False,True,enhanced_6thread_revalidation
geekfest,4+,4,False,True,enhanced_6thread_revalidation
gelatinograms,1,1,False,True,enhanced_6thread_revalidation
gelidium,4+,6,False,True,enhanced_6thread_revalidation
gelugpa,3,3,False,True,enhanced_6thread_revalidation
genitoanorectal,1,1,False,True,enhanced_6thread_revalidation
gentillesse,0,0,True,False,multi_thread_revalidation
genyoplasty,3,3,False,True,enhanced_6thread_revalidation
geoarchaeologically,2,2,False,True,enhanced_6thread_revalidation
geobiography,1,1,False,True,enhanced_6thread_revalidation
geobrowsers,2,2,False,True,enhanced_6thread_revalidation
geobrowsing,1,1,False,True,enhanced_6thread_revalidation
geodipole,1,1,False,True,enhanced_6thread_revalidation
geodistribution,2,2,False,True,enhanced_6thread_revalidation
geoecologically,2,2,False,True,enhanced_6thread_revalidation
geoeconomically,2,2,False,True,enhanced_6thread_revalidation
geoelectrically,2,2,False,True,enhanced_6thread_revalidation
geoinformatic,2,2,False,True,enhanced_6thread_revalidation
geoinstruments,1,1,False,True,enhanced_6thread_revalidation
georestriction,1,1,False,True,enhanced_6thread_revalidation
geosensor,2,2,False,True,enhanced_6thread_revalidation
geosimulations,1,1,False,True,enhanced_6thread_revalidation
geostrategically,3,3,False,True,enhanced_6thread_revalidation
geotargeted,3,3,False,True,enhanced_6thread_revalidation
gerandoles,1,1,False,True,enhanced_6thread_revalidation
geranin,3,3,False,True,enhanced_6thread_revalidation
germacrane,1,1,False,True,enhanced_6thread_revalidation
germanically,4+,6,False,True,enhanced_6thread_revalidation
germinous,2,2,False,True,enhanced_6thread_revalidation
gesho,3,3,False,True,enhanced_6thread_revalidation
gestaltian,3,3,False,True,enhanced_6thread_revalidation
ghadial,1,1,False,True,enhanced_6thread_revalidation
ghanats,1,1,False,True,enhanced_6thread_revalidation
ghariala,1,1,False,True,enhanced_6thread_revalidation
gharrie,2,2,False,True,enhanced_6thread_revalidation
ghassoul,3,3,False,True,enhanced_6thread_revalidation
ghatikas,2,2,False,True,enhanced_6thread_revalidation
ghebres,2,2,False,True,enhanced_6thread_revalidation
giaurs,1,1,False,True,enhanced_6thread_revalidation
gidgets,2,2,False,True,enhanced_6thread_revalidation
gingerbreading,3,3,False,True,enhanced_6thread_revalidation
girmitiya,3,3,False,True,enhanced_6thread_revalidation
gitanes,3,3,False,True,enhanced_6thread_revalidation
gittim,2,2,False,True,enhanced_6thread_revalidation
glacioeustatism,2,2,False,True,enhanced_6thread_revalidation
gladhearted,4+,5,False,True,enhanced_6thread_revalidation
glagolism,1,1,False,True,enhanced_6thread_revalidation
glandulocauda,2,2,False,True,enhanced_6thread_revalidation
glasscloth,2,2,False,True,enhanced_6thread_revalidation
glasscloths,2,2,False,True,enhanced_6thread_revalidation
glecaprevir,3,3,False,True,enhanced_6thread_revalidation
glimmereth,1,1,False,True,enhanced_6thread_revalidation
gloamins,1,1,False,True,enhanced_6thread_revalidation
globemaking,2,2,False,True,enhanced_6thread_revalidation
globinopathy,1,1,False,True,enhanced_6thread_revalidation
globocephalus,1,1,False,True,enhanced_6thread_revalidation
glomerulary,1,1,False,True,enhanced_6thread_revalidation
glorifieth,2,2,False,True,enhanced_6thread_revalidation
glossoscolecids,2,2,False,True,enhanced_6thread_revalidation
glutenine,2,2,False,True,enhanced_6thread_revalidation
glycerosazone,1,1,False,True,enhanced_6thread_revalidation
glycohistochemistry,1,1,False,True,enhanced_6thread_revalidation
glycylalanine,1,1,False,True,enhanced_6thread_revalidation
glyptemys,0,0,True,False,multi_thread_revalidation
glyptocephalus,2,2,False,True,enhanced_6thread_revalidation
glyptothorax,2,2,False,True,enhanced_6thread_revalidation
gnabble,4+,4,False,True,enhanced_6thread_revalidation
gnomed,4+,6,False,True,enhanced_6thread_revalidation
gnotobiologist,1,1,False,True,enhanced_6thread_revalidation
goarounds,1,1,False,True,enhanced_6thread_revalidation
goatpens,1,1,False,True,enhanced_6thread_revalidation
godbotherer,1,1,False,True,enhanced_6thread_revalidation
goddarned,3,3,False,True,enhanced_6thread_revalidation
godello,2,2,False,True,enhanced_6thread_revalidation
godforms,3,3,False,True,enhanced_6thread_revalidation
godperson,1,1,False,True,enhanced_6thread_revalidation
godsister,4+,4,False,True,enhanced_6thread_revalidation
godwomen,2,2,False,True,enhanced_6thread_revalidation
goesting,1,1,False,True,enhanced_6thread_revalidation
goethea,1,1,False,True,enhanced_6thread_revalidation
gogetters,3,3,False,True,enhanced_6thread_revalidation
goldfringed,1,1,False,True,enhanced_6thread_revalidation
goldworks,2,2,False,True,enhanced_6thread_revalidation
gomphales,2,2,False,True,enhanced_6thread_revalidation
gonagra,4+,5,False,True,enhanced_6thread_revalidation
gondwanidium,1,1,False,True,enhanced_6thread_revalidation
gonimbrasia,2,2,False,True,enhanced_6thread_revalidation
gonionemus,1,1,False,True,enhanced_6thread_revalidation
gonorhynchoidei,1,1,False,True,enhanced_6thread_revalidation
gonospora,1,1,False,True,enhanced_6thread_revalidation
gonydactylus,1,1,False,True,enhanced_6thread_revalidation
goodeids,3,3,False,True,enhanced_6thread_revalidation
goodselves,1,1,False,True,enhanced_6thread_revalidation
googlebot,2,2,False,True,enhanced_6thread_revalidation
gorgianic,2,2,False,True,enhanced_6thread_revalidation
goshdanged,1,1,False,True,enhanced_6thread_revalidation
gossanized,1,1,False,True,enhanced_6thread_revalidation
gossypiums,1,1,False,True,enhanced_6thread_revalidation
gothicizer,4+,4,False,True,enhanced_6thread_revalidation
gothified,2,2,False,True,enhanced_6thread_revalidation
goudeyite,2,2,False,True,enhanced_6thread_revalidation
goyaesque,3,3,False,True,enhanced_6thread_revalidation
grampy,4+,4,False,True,enhanced_6thread_revalidation
granths,2,2,False,True,enhanced_6thread_revalidation
granulomatosa,1,1,False,True,enhanced_6thread_revalidation
granulomes,1,1,False,True,enhanced_6thread_revalidation
granulosae,1,1,False,True,enhanced_6thread_revalidation
graphis,4+,5,False,True,enhanced_6thread_revalidation
gravemakers,2,2,False,True,enhanced_6thread_revalidation
graveolency,4+,4,False,True,enhanced_6thread_revalidation
graverobbers,4+,4,False,True,enhanced_6thread_revalidation
grayhairs,2,2,False,True,enhanced_6thread_revalidation
grecophils,1,1,False,True,enhanced_6thread_revalidation
grecophones,2,2,False,True,enhanced_6thread_revalidation
greenbeards,2,2,False,True,enhanced_6thread_revalidation
greenbroke,3,3,False,True,enhanced_6thread_revalidation
greenoughii,1,1,False,True,enhanced_6thread_revalidation
greybody,3,3,False,True,enhanced_6thread_revalidation
griffonnage,1,1,False,True,enhanced_6thread_revalidation
grimselite,1,1,False,True,enhanced_6thread_revalidation
gringolandia,4+,4,False,True,enhanced_6thread_revalidation
griphons,1,1,False,True,enhanced_6thread_revalidation
gripless,4+,5,False,True,enhanced_6thread_revalidation
grizzlying,1,1,False,True,enhanced_6thread_revalidation
groenlandaspis,2,2,False,True,enhanced_6thread_revalidation
groghouse,2,2,False,True,enhanced_6thread_revalidation
groghouses,1,1,False,True,enhanced_6thread_revalidation
grogran,2,2,False,True,enhanced_6thread_revalidation
grogsellers,1,1,False,True,enhanced_6thread_revalidation
grook,4+,4,False,True,enhanced_6thread_revalidation
groomhood,1,1,False,True,enhanced_6thread_revalidation
groshen,3,3,False,True,enhanced_6thread_revalidation
grossedentatum,1,1,False,True,enhanced_6thread_revalidation
grossmanite,1,1,False,True,enhanced_6thread_revalidation
grosso,4+,7,False,True,enhanced_6thread_revalidation
groundbeams,1,1,False,True,enhanced_6thread_revalidation
groundloops,1,1,False,True,enhanced_6thread_revalidation
groundly,4+,5,False,True,enhanced_6thread_revalidation
groundrow,2,2,False,True,enhanced_6thread_revalidation
groundscraper,3,3,False,True,enhanced_6thread_revalidation
groundsea,1,1,False,True,enhanced_6thread_revalidation
groundstops,1,1,False,True,enhanced_6thread_revalidation
grunged,1,1,False,True,enhanced_6thread_revalidation
gruses,2,2,False,True,enhanced_6thread_revalidation
grylloblatta,2,2,False,True,enhanced_6thread_revalidation
grylloblattidae,2,2,False,True,enhanced_6thread_revalidation
gryllotalpoidea,1,1,False,True,enhanced_6thread_revalidation
gryphites,2,2,False,True,enhanced_6thread_revalidation
grysbuck,1,1,False,True,enhanced_6thread_revalidation
guadeloupan,2,2,False,True,enhanced_6thread_revalidation
guaiacoxyacetoveratrone,1,1,False,True,enhanced_6thread_revalidation
guanina,1,1,False,True,enhanced_6thread_revalidation
guanosyl,2,2,False,True,enhanced_6thread_revalidation
guanylimidodiphosphate,1,1,False,True,enhanced_6thread_revalidation
guardboards,1,1,False,True,enhanced_6thread_revalidation
gubbings,2,2,False,True,enhanced_6thread_revalidation
guelphic,4+,6,False,True,enhanced_6thread_revalidation
guernseyman,3,3,False,True,enhanced_6thread_revalidation
guggulsterol,1,1,False,True,enhanced_6thread_revalidation
gugo,3,3,False,True,enhanced_6thread_revalidation
guideable,1,1,False,True,enhanced_6thread_revalidation
guira,2,2,False,True,enhanced_6thread_revalidation
gunbarrels,3,3,False,True,enhanced_6thread_revalidation
gunfounder,2,2,False,True,enhanced_6thread_revalidation
gunlaying,4+,4,False,True,enhanced_6thread_revalidation
gunshow,3,3,False,True,enhanced_6thread_revalidation
gurza,3,3,False,True,enhanced_6thread_revalidation
gusuku,2,2,False,True,enhanced_6thread_revalidation
guzzes,1,1,False,True,enhanced_6thread_revalidation
gyprocker,1,1,False,True,enhanced_6thread_revalidation
gyprockers,1,1,False,True,enhanced_6thread_revalidation
gyprocking,1,1,False,True,enhanced_6thread_revalidation
gypset,1,1,False,True,enhanced_6thread_revalidation
gypsism,1,1,False,True,enhanced_6thread_revalidation
gyroamplifiers,1,1,False,True,enhanced_6thread_revalidation
gyrocenter,2,2,False,True,enhanced_6thread_revalidation
gyrochronological,2,2,False,True,enhanced_6thread_revalidation
gyroelongated,2,2,False,True,enhanced_6thread_revalidation
gyrogonia,1,1,False,True,enhanced_6thread_revalidation
gyrostigma,2,2,False,True,enhanced_6thread_revalidation
gyudon,4+,4,False,True,enhanced_6thread_revalidation
habatsu,1,1,False,True,enhanced_6thread_revalidation
habitacula,1,1,False,True,enhanced_6thread_revalidation
habitudine,1,1,False,True,enhanced_6thread_revalidation
habroconus,1,1,False,True,enhanced_6thread_revalidation
hacham,3,3,False,True,enhanced_6thread_revalidation
hachshara,4+,4,False,True,enhanced_6thread_revalidation
haciendera,1,1,False,True,enhanced_6thread_revalidation
haciendero,4+,4,False,True,enhanced_6thread_revalidation
hackamored,1,1,False,True,enhanced_6thread_revalidation
hackerdom,3,3,False,True,enhanced_6thread_revalidation
hackerproofing,1,1,False,True,enhanced_6thread_revalidation
hacketon,1,1,False,True,enhanced_6thread_revalidation
hackleless,1,1,False,True,enhanced_6thread_revalidation
hacksilver,3,3,False,True,enhanced_6thread_revalidation
hadithi,3,3,False,True,enhanced_6thread_revalidation
hadromase,2,2,False,True,enhanced_6thread_revalidation
haematopygus,2,2,False,True,enhanced_6thread_revalidation
haematosiphoninae,1,1,False,True,enhanced_6thread_revalidation
haemogamasidae,2,2,False,True,enhanced_6thread_revalidation
haemulons,1,1,False,True,enhanced_6thread_revalidation
haffirs,1,1,False,True,enhanced_6thread_revalidation
hafnerware,1,1,False,True,enhanced_6thread_revalidation
hafnias,1,1,False,True,enhanced_6thread_revalidation
hagbute,1,1,False,True,enhanced_6thread_revalidation
hagestolz,1,1,False,True,enhanced_6thread_revalidation
haggart,4+,4,False,True,enhanced_6thread_revalidation
hagiolith,1,1,False,True,enhanced_6thread_revalidation
hagiosoritissa,3,3,False,True,enhanced_6thread_revalidation
hahniids,2,2,False,True,enhanced_6thread_revalidation
hainously,1,1,False,True,enhanced_6thread_revalidation
hairbraiding,2,2,False,True,enhanced_6thread_revalidation
haircell,1,1,False,True,enhanced_6thread_revalidation
hairclips,4+,4,False,True,enhanced_6thread_revalidation
haircolour,1,1,False,True,enhanced_6thread_revalidation
hairfall,4+,4,False,True,enhanced_6thread_revalidation
hairgel,1,1,False,True,enhanced_6thread_revalidation
hairplaiting,1,1,False,True,enhanced_6thread_revalidation
halfbeasts,1,1,False,True,enhanced_6thread_revalidation
halfboots,1,1,False,True,enhanced_6thread_revalidation
halfbreeds,4+,4,False,True,enhanced_6thread_revalidation
halfbricks,1,1,False,True,enhanced_6thread_revalidation
halfcocked,4+,5,False,True,enhanced_6thread_revalidation
halfcourt,4+,4,False,True,enhanced_6thread_revalidation
halfcrazed,1,1,False,True,enhanced_6thread_revalidation
halfpaced,3,3,False,True,enhanced_6thread_revalidation
halfpint,2,2,False,True,enhanced_6thread_revalidation
halftoner,1,1,False,True,enhanced_6thread_revalidation
halogenide,3,3,False,True,enhanced_6thread_revalidation
halomicrobium,2,2,False,True,enhanced_6thread_revalidation
halophilae,1,1,False,True,enhanced_6thread_revalidation
halothermothrix,1,1,False,True,enhanced_6thread_revalidation
halterless,2,2,False,True,enhanced_6thread_revalidation
halysitids,2,2,False,True,enhanced_6thread_revalidation
hamacreadium,2,2,False,True,enhanced_6thread_revalidation
hamamelidoideae,2,2,False,True,enhanced_6thread_revalidation
hamartic,1,1,False,True,enhanced_6thread_revalidation
hamartochondroma,2,2,False,True,enhanced_6thread_revalidation
hamaxa,1,1,False,True,enhanced_6thread_revalidation
hamburgh,3,3,False,True,enhanced_6thread_revalidation
hamfast,1,1,False,True,enhanced_6thread_revalidation
hammerizing,1,1,False,True,enhanced_6thread_revalidation
hammerlocked,1,1,False,True,enhanced_6thread_revalidation
hammerscales,1,1,False,True,enhanced_6thread_revalidation
hammum,1,1,False,True,enhanced_6thread_revalidation
hamnede,1,1,False,True,enhanced_6thread_revalidation
hamsasana,1,1,False,True,enhanced_6thread_revalidation
hamsteries,2,2,False,True,enhanced_6thread_revalidation
hamulae,1,1,False,True,enhanced_6thread_revalidation
hanatoxins,1,1,False,True,enhanced_6thread_revalidation
hanbali,3,3,False,True,enhanced_6thread_revalidation
handbikers,1,1,False,True,enhanced_6thread_revalidation
handblocked,2,2,False,True,enhanced_6thread_revalidation
handchain,2,2,False,True,enhanced_6thread_revalidation
handclapping,4+,5,False,True,enhanced_6thread_revalidation
handelian,4+,8,False,True,enhanced_6thread_revalidation
handembroidering,1,1,False,True,enhanced_6thread_revalidation
handgrubbing,1,1,False,True,enhanced_6thread_revalidation
handmakers,1,1,False,True,enhanced_6thread_revalidation
handmaking,3,3,False,True,enhanced_6thread_revalidation
handpickers,2,2,False,True,enhanced_6thread_revalidation
handplanes,2,2,False,True,enhanced_6thread_revalidation
handprinted,3,3,False,True,enhanced_6thread_revalidation
handpuppet,2,2,False,True,enhanced_6thread_revalidation
handscroll,4+,4,False,True,enhanced_6thread_revalidation
handshaped,1,1,False,True,enhanced_6thread_revalidation
handwashables,1,1,False,True,enhanced_6thread_revalidation
haptenylated,1,1,False,True,enhanced_6thread_revalidation
hapteres,2,2,False,True,enhanced_6thread_revalidation
haptine,1,1,False,True,enhanced_6thread_revalidation
haptonomy,4+,4,False,True,enhanced_6thread_revalidation
haptophyceae,2,2,False,True,enhanced_6thread_revalidation
haptophyta,3,3,False,True,enhanced_6thread_revalidation
haramiyavia,2,2,False,True,enhanced_6thread_revalidation
haramiyid,3,3,False,True,enhanced_6thread_revalidation
harbinging,2,2,False,True,enhanced_6thread_revalidation
harbourscapes,1,1,False,True,enhanced_6thread_revalidation
hardcodings,1,1,False,True,enhanced_6thread_revalidation
hardekool,1,1,False,True,enhanced_6thread_revalidation
hardmetal,2,2,False,True,enhanced_6thread_revalidation
hardrider,1,1,False,True,enhanced_6thread_revalidation
hardshells,2,2,False,True,enhanced_6thread_revalidation
hardsolder,1,1,False,True,enhanced_6thread_revalidation
hardwickia,4+,5,False,True,enhanced_6thread_revalidation
harundine,1,1,False,True,enhanced_6thread_revalidation
hashbang,4+,4,False,True,enhanced_6thread_revalidation
hashiyeh,1,1,False,True,enhanced_6thread_revalidation
hastites,1,1,False,True,enhanced_6thread_revalidation
hastulas,1,1,False,True,enhanced_6thread_revalidation
hatcases,1,1,False,True,enhanced_6thread_revalidation
hatchboard,1,1,False,True,enhanced_6thread_revalidation
hatchetmen,3,3,False,True,enhanced_6thread_revalidation
hatefest,4+,4,False,True,enhanced_6thread_revalidation
hatemail,3,3,False,True,enhanced_6thread_revalidation
hatteries,2,2,False,True,enhanced_6thread_revalidation
haubergon,1,1,False,True,enhanced_6thread_revalidation
haugeanism,3,3,False,True,enhanced_6thread_revalidation
haughing,1,1,False,True,enhanced_6thread_revalidation
haulroad,1,1,False,True,enhanced_6thread_revalidation
haulroads,1,1,False,True,enhanced_6thread_revalidation
haunced,2,2,False,True,enhanced_6thread_revalidation
havenots,1,1,False,True,enhanced_6thread_revalidation
havildah,1,1,False,True,enhanced_6thread_revalidation
hawkiest,1,1,False,True,enhanced_6thread_revalidation
haylands,3,3,False,True,enhanced_6thread_revalidation
hayloader,1,1,False,True,enhanced_6thread_revalidation
headachiness,1,1,False,True,enhanced_6thread_revalidation
headball,2,2,False,True,enhanced_6thread_revalidation
headcarriage,1,1,False,True,enhanced_6thread_revalidation
headdesking,1,1,False,True,enhanced_6thread_revalidation
headfake,2,2,False,True,enhanced_6thread_revalidation
headletter,1,1,False,True,enhanced_6thread_revalidation
headlogs,1,1,False,True,enhanced_6thread_revalidation
headmouldshot,1,1,False,True,enhanced_6thread_revalidation
headmounts,2,2,False,True,enhanced_6thread_revalidation
headnodes,1,1,False,True,enhanced_6thread_revalidation
headpointing,2,2,False,True,enhanced_6thread_revalidation
headscales,1,1,False,True,enhanced_6thread_revalidation
headshapes,2,2,False,True,enhanced_6thread_revalidation
headsluice,1,1,False,True,enhanced_6thread_revalidation
headsmut,1,1,False,True,enhanced_6thread_revalidation
headspacing,3,3,False,True,enhanced_6thread_revalidation
headstanding,2,2,False,True,enhanced_6thread_revalidation
headstrings,1,1,False,True,enhanced_6thread_revalidation
headswitching,1,1,False,True,enhanced_6thread_revalidation
headtakers,1,1,False,True,enhanced_6thread_revalidation
healthpromotive,1,1,False,True,enhanced_6thread_revalidation
healthseeker,2,2,False,True,enhanced_6thread_revalidation
heapifying,1,1,False,True,enhanced_6thread_revalidation
heartee,1,1,False,True,enhanced_6thread_revalidation
heartgirth,2,2,False,True,enhanced_6thread_revalidation
heartgrief,4+,5,False,True,enhanced_6thread_revalidation
hearthed,1,1,False,True,enhanced_6thread_revalidation
hearthmen,1,1,False,True,enhanced_6thread_revalidation
hearthrall,1,1,False,True,enhanced_6thread_revalidation
hearthwards,1,1,False,True,enhanced_6thread_revalidation
heartlanders,4+,4,False,True,enhanced_6thread_revalidation
heartliest,1,1,False,True,enhanced_6thread_revalidation
heartshaking,1,1,False,True,enhanced_6thread_revalidation
heathily,1,1,False,True,enhanced_6thread_revalidation
hebraic,4+,9,False,True,enhanced_6thread_revalidation
hebraically,4+,5,False,True,enhanced_6thread_revalidation
hebrewed,1,1,False,True,enhanced_6thread_revalidation
hebridal,1,1,False,True,enhanced_6thread_revalidation
hechs,1,1,False,True,enhanced_6thread_revalidation
hedgies,3,3,False,True,enhanced_6thread_revalidation
hee,4+,5,False,True,enhanced_6thread_revalidation
heelrope,1,1,False,True,enhanced_6thread_revalidation
heelward,1,1,False,True,enhanced_6thread_revalidation
heightmaps,3,3,False,True,enhanced_6thread_revalidation
heimarmene,2,2,False,True,enhanced_6thread_revalidation
heimat,3,3,False,True,enhanced_6thread_revalidation
heliactis,2,2,False,True,enhanced_6thread_revalidation
helianthos,1,1,False,True,enhanced_6thread_revalidation
heliasis,1,1,False,True,enhanced_6thread_revalidation
heliastic,4+,6,False,True,enhanced_6thread_revalidation
helichrysin,2,2,False,True,enhanced_6thread_revalidation
helicial,1,1,False,True,enhanced_6thread_revalidation
heliconine,1,1,False,True,enhanced_6thread_revalidation
heliconines,1,1,False,True,enhanced_6thread_revalidation
heligmostrongylus,1,1,False,True,enhanced_6thread_revalidation
heligolandic,2,2,False,True,enhanced_6thread_revalidation
helihiking,1,1,False,True,enhanced_6thread_revalidation
heliographically,4+,5,False,True,enhanced_6thread_revalidation
heliomonads,1,1,False,True,enhanced_6thread_revalidation
helioperca,1,1,False,True,enhanced_6thread_revalidation
heliophase,1,1,False,True,enhanced_6thread_revalidation
heliophiles,2,2,False,True,enhanced_6thread_revalidation
heliophobes,2,2,False,True,enhanced_6thread_revalidation
heliophotography,3,3,False,True,enhanced_6thread_revalidation
heliornis,4+,5,False,True,enhanced_6thread_revalidation
helioscopin,1,1,False,True,enhanced_6thread_revalidation
helioseismic,4+,4,False,True,enhanced_6thread_revalidation
heliotechnic,1,1,False,True,enhanced_6thread_revalidation
heliotheistic,1,1,False,True,enhanced_6thread_revalidation
heliozelid,1,1,False,True,enhanced_6thread_revalidation
heliquinomycin,1,1,False,True,enhanced_6thread_revalidation
helitanker,3,3,False,True,enhanced_6thread_revalidation
helixing,2,2,False,True,enhanced_6thread_revalidation
hellenophobe,1,1,False,True,enhanced_6thread_revalidation
hellschreiber,2,2,False,True,enhanced_6thread_revalidation
hellstorms,1,1,False,True,enhanced_6thread_revalidation
helmintha,1,1,False,True,enhanced_6thread_revalidation
helminthofauna,2,2,False,True,enhanced_6thread_revalidation
helminthoids,1,1,False,True,enhanced_6thread_revalidation
helmontian,3,3,False,True,enhanced_6thread_revalidation
helodermas,1,1,False,True,enhanced_6thread_revalidation
helophora,2,2,False,True,enhanced_6thread_revalidation
helophorinae,1,1,False,True,enhanced_6thread_revalidation
helosciadium,2,2,False,True,enhanced_6thread_revalidation
helostomatidae,2,2,False,True,enhanced_6thread_revalidation
helotiales,3,3,False,True,enhanced_6thread_revalidation
helvellaceae,4+,6,False,True,enhanced_6thread_revalidation
helvetian,4+,8,False,True,enhanced_6thread_revalidation
hemachromatosis,2,2,False,True,enhanced_6thread_revalidation
hemangioendotheliosarcoma,1,1,False,True,enhanced_6thread_revalidation
hemanthus,1,1,False,True,enhanced_6thread_revalidation
hematencephalon,3,3,False,True,enhanced_6thread_revalidation
hematocytometer,4+,5,False,True,enhanced_6thread_revalidation
hematodinium,2,2,False,True,enhanced_6thread_revalidation
hematolite,4+,5,False,True,enhanced_6thread_revalidation
hematologically,3,3,False,True,enhanced_6thread_revalidation
hematomalignancy,1,1,False,True,enhanced_6thread_revalidation
hemiepiphytes,3,3,False,True,enhanced_6thread_revalidation
hemiepiphytic,3,3,False,True,enhanced_6thread_revalidation
hemiforebrain,1,1,False,True,enhanced_6thread_revalidation
hemigastrectomy,4+,4,False,True,enhanced_6thread_revalidation
hemiloop,1,1,False,True,enhanced_6thread_revalidation
hemimastectomy,1,1,False,True,enhanced_6thread_revalidation
hemimicelle,2,2,False,True,enhanced_6thread_revalidation
hemingfordian,2,2,False,True,enhanced_6thread_revalidation
hemingwayesque,4+,5,False,True,enhanced_6thread_revalidation
hemiphacidiaceous,1,1,False,True,enhanced_6thread_revalidation
hemiphaedusa,1,1,False,True,enhanced_6thread_revalidation
hemipogon,2,2,False,True,enhanced_6thread_revalidation
hemipons,1,1,False,True,enhanced_6thread_revalidation
hemiprosthesis,2,2,False,True,enhanced_6thread_revalidation
hemis,4+,4,False,True,enhanced_6thread_revalidation
hemisolvate,2,2,False,True,enhanced_6thread_revalidation
hemisomatic,1,1,False,True,enhanced_6thread_revalidation
hemitheca,1,1,False,True,enhanced_6thread_revalidation
hemitransfixion,1,1,False,True,enhanced_6thread_revalidation
hemitrihydrate,1,1,False,True,enhanced_6thread_revalidation
hemitubular,2,2,False,True,enhanced_6thread_revalidation
hemoadsorbers,1,1,False,True,enhanced_6thread_revalidation
hemoantigens,1,1,False,True,enhanced_6thread_revalidation
hemoconcentrations,2,2,False,True,enhanced_6thread_revalidation
hemocultures,2,2,False,True,enhanced_6thread_revalidation
hemocythemic,1,1,False,True,enhanced_6thread_revalidation
hemocytometric,2,2,False,True,enhanced_6thread_revalidation
hemocytozoa,1,1,False,True,enhanced_6thread_revalidation
hemoderivative,2,2,False,True,enhanced_6thread_revalidation
hemodiafilter,2,2,False,True,enhanced_6thread_revalidation
heniochus,2,2,False,True,enhanced_6thread_revalidation
heparization,2,2,False,True,enhanced_6thread_revalidation
hepatocholangioma,1,1,False,True,enhanced_6thread_revalidation
hepatogastroenterological,1,1,False,True,enhanced_6thread_revalidation
hepatohistological,1,1,False,True,enhanced_6thread_revalidation
hepatopsida,1,1,False,True,enhanced_6thread_revalidation
hepatotoxics,1,1,False,True,enhanced_6thread_revalidation
hepatozoonoses,1,1,False,True,enhanced_6thread_revalidation
hepialides,1,1,False,True,enhanced_6thread_revalidation
hepialoidea,2,2,False,True,enhanced_6thread_revalidation
heptyloxybenzoic,1,1,False,True,enhanced_6thread_revalidation
heptyloxyphenol,1,1,False,True,enhanced_6thread_revalidation
heptylviologen,1,1,False,True,enhanced_6thread_revalidation
herbergers,3,3,False,True,enhanced_6thread_revalidation
herculaean,1,1,False,True,enhanced_6thread_revalidation
hercynean,1,1,False,True,enhanced_6thread_revalidation
herdings,4+,4,False,True,enhanced_6thread_revalidation
herdmindedness,1,1,False,True,enhanced_6thread_revalidation
herdship,4+,5,False,True,enhanced_6thread_revalidation
heroify,4+,5,False,True,enhanced_6thread_revalidation
heroization,4+,6,False,True,enhanced_6thread_revalidation
hesychastes,1,1,False,True,enhanced_6thread_revalidation
hetchel,3,3,False,True,enhanced_6thread_revalidation
heteroarylboronate,1,1,False,True,enhanced_6thread_revalidation
heterobasidium,1,1,False,True,enhanced_6thread_revalidation
heterochronias,1,1,False,True,enhanced_6thread_revalidation
heterofemininity,1,1,False,True,enhanced_6thread_revalidation
heterogastrinae,1,1,False,True,enhanced_6thread_revalidation
heterognath,3,3,False,True,enhanced_6thread_revalidation
heterogynidae,2,2,False,True,enhanced_6thread_revalidation
heterohelix,2,2,False,True,enhanced_6thread_revalidation
heterohyrax,2,2,False,True,enhanced_6thread_revalidation
heteromastigoda,1,1,False,True,enhanced_6thread_revalidation
heteroneuridae,1,1,False,True,enhanced_6thread_revalidation
heteropappus,0,0,True,False,multi_thread_revalidation
heteropsammia,0,0,True,False,multi_thread_revalidation
heteropteryx,0,0,True,False,multi_thread_revalidation
heterorchis,1,1,False,True,enhanced_6thread_revalidation
heteroscelus,3,3,False,True,enhanced_6thread_revalidation
heterosomata,4+,5,False,True,enhanced_6thread_revalidation
heterostomata,1,1,False,True,enhanced_6thread_revalidation
heteroturris,1,1,False,True,enhanced_6thread_revalidation
hexabrombenzene,1,1,False,True,enhanced_6thread_revalidation
hexabromodiphenyl,1,1,False,True,enhanced_6thread_revalidation
hexacarbonitrile,1,1,False,True,enhanced_6thread_revalidation
hexaconazole,3,3,False,True,enhanced_6thread_revalidation
hexacosenoates,1,1,False,True,enhanced_6thread_revalidation
